neighborhoodCrimeStatisticsID,neighborhood,ucrDescription,number,reportMonth,reportYear
7987,Harrison,Auto Theft,1,7,2018
7988,Harrison,Burglary,6,7,2018
7989,Harrison,Homicide,0,7,2018
7990,Harrison,Larceny,10,7,2018
7991,Harrison,Rape,1,7,2018
7992,Harrison,Robbery,1,7,2018
7993,Hawthorne,Aggravated Assault,11,7,2018
7994,Hawthorne,Arson,1,7,2018
7995,Hawthorne,Auto Theft,9,7,2018
7996,Hawthorne,Burglary,5,7,2018
7997,Hawthorne,Homicide,0,7,2018
7998,Hawthorne,Larceny,13,7,2018
7999,Hawthorne,Rape,3,7,2018
8000,Hawthorne,Robbery,5,7,2018
8001,Hiawatha,Aggravated Assault,1,7,2018
8002,Hiawatha,Arson,0,7,2018
8003,Hiawatha,Auto Theft,1,7,2018
8004,Hiawatha,Burglary,2,7,2018
8005,Hiawatha,Homicide,0,7,2018
8006,Hiawatha,Larceny,17,7,2018
8007,Hiawatha,Rape,0,7,2018
8008,Hiawatha,Robbery,4,7,2018
8009,Holland,Aggravated Assault,1,7,2018
8010,Holland,Arson,0,7,2018
8011,Holland,Auto Theft,2,7,2018
8012,Holland,Burglary,3,7,2018
8013,Holland,Homicide,0,7,2018
8014,Holland,Larceny,10,7,2018
8015,Holland,Rape,0,7,2018
8016,Holland,Robbery,0,7,2018
8017,Howe,Aggravated Assault,3,7,2018
8018,Howe,Arson,0,7,2018
8019,Howe,Auto Theft,3,7,2018
8020,Howe,Burglary,3,7,2018
8021,Howe,Homicide,0,7,2018
8022,Howe,Larceny,17,7,2018
8023,Howe,Rape,0,7,2018
8024,Howe,Robbery,0,7,2018
8025,Humboldt Industrial Area,Aggravated Assault,0,7,2018
8026,Humboldt Industrial Area,Arson,0,7,2018
8027,Humboldt Industrial Area,Auto Theft,0,7,2018
8028,Humboldt Industrial Area,Burglary,0,7,2018
8029,Humboldt Industrial Area,Homicide,0,7,2018
8030,Humboldt Industrial Area,Larceny,1,7,2018
8031,Humboldt Industrial Area,Rape,0,7,2018
8032,Humboldt Industrial Area,Robbery,0,7,2018
8033,Jordan,Aggravated Assault,12,7,2018
8034,Jordan,Arson,2,7,2018
8035,Jordan,Auto Theft,6,7,2018
8036,Jordan,Burglary,5,7,2018
8037,Jordan,Homicide,0,7,2018
8038,Jordan,Larceny,13,7,2018
8039,Jordan,Rape,1,7,2018
8040,Jordan,Robbery,3,7,2018
8041,Keewaydin,Aggravated Assault,0,7,2018
8042,Keewaydin,Arson,0,7,2018
8043,Keewaydin,Auto Theft,1,7,2018
8044,Keewaydin,Burglary,0,7,2018
8045,Keewaydin,Homicide,0,7,2018
8046,Keewaydin,Larceny,4,7,2018
8047,Keewaydin,Rape,0,7,2018
8048,Keewaydin,Robbery,0,7,2018
8049,Kenny,Aggravated Assault,0,7,2018
8050,Kenny,Arson,0,7,2018
8051,Kenny,Auto Theft,0,7,2018
8052,Kenny,Burglary,1,7,2018
8053,Kenny,Homicide,0,7,2018
8054,Kenny,Larceny,2,7,2018
8055,Kenny,Rape,0,7,2018
8056,Kenny,Robbery,0,7,2018
8057,Kenwood,Aggravated Assault,0,7,2018
8058,Kenwood,Arson,0,7,2018
8059,Kenwood,Auto Theft,0,7,2018
8060,Kenwood,Burglary,0,7,2018
8061,Kenwood,Homicide,0,7,2018
8062,Kenwood,Larceny,6,7,2018
8063,Kenwood,Rape,0,7,2018
8064,Kenwood,Robbery,0,7,2018
8065,King Field,Aggravated Assault,0,7,2018
8066,King Field,Arson,0,7,2018
8067,King Field,Auto Theft,4,7,2018
8068,King Field,Burglary,4,7,2018
8069,King Field,Homicide,0,7,2018
8070,King Field,Larceny,13,7,2018
8071,King Field,Rape,0,7,2018
8072,King Field,Robbery,0,7,2018
8073,Lind - Bohanon,Aggravated Assault,3,7,2018
8074,Lind - Bohanon,Arson,0,7,2018
8075,Lind - Bohanon,Auto Theft,3,7,2018
8076,Lind - Bohanon,Burglary,6,7,2018
8077,Lind - Bohanon,Homicide,0,7,2018
8078,Lind - Bohanon,Larceny,14,7,2018
8079,Lind - Bohanon,Rape,0,7,2018
8080,Lind - Bohanon,Robbery,1,7,2018
8081,Linden Hills,Aggravated Assault,0,7,2018
8082,Linden Hills,Arson,0,7,2018
8083,Linden Hills,Auto Theft,2,7,2018
8084,Linden Hills,Burglary,8,7,2018
8085,Linden Hills,Homicide,0,7,2018
8086,Linden Hills,Larceny,12,7,2018
8087,Linden Hills,Rape,0,7,2018
8088,Linden Hills,Robbery,0,7,2018
8089,Logan Park,Aggravated Assault,1,7,2018
8090,Logan Park,Arson,0,7,2018
8091,Logan Park,Auto Theft,0,7,2018
8092,Logan Park,Burglary,1,7,2018
8093,Logan Park,Homicide,0,7,2018
8094,Logan Park,Larceny,5,7,2018
8095,Logan Park,Rape,0,7,2018
8096,Logan Park,Robbery,0,7,2018
8097,Longfellow,Aggravated Assault,4,7,2018
8098,Longfellow,Arson,0,7,2018
8099,Longfellow,Auto Theft,1,7,2018
8100,Longfellow,Burglary,5,7,2018
8101,Longfellow,Homicide,0,7,2018
8102,Longfellow,Larceny,41,7,2018
8103,Longfellow,Rape,1,7,2018
8104,Longfellow,Robbery,2,7,2018
8105,Loring Park,Aggravated Assault,2,7,2018
8106,Loring Park,Arson,1,7,2018
8107,Loring Park,Auto Theft,6,7,2018
8108,Loring Park,Burglary,5,7,2018
8109,Loring Park,Homicide,0,7,2018
8110,Loring Park,Larceny,33,7,2018
8111,Loring Park,Rape,0,7,2018
8112,Loring Park,Robbery,4,7,2018
8113,Lowry Hill,Aggravated Assault,0,7,2018
8114,Lowry Hill,Arson,0,7,2018
8115,Lowry Hill,Auto Theft,1,7,2018
8116,Lowry Hill,Burglary,4,7,2018
8117,Lowry Hill,Homicide,0,7,2018
8118,Lowry Hill,Larceny,5,7,2018
8119,Lowry Hill,Rape,0,7,2018
8120,Lowry Hill,Robbery,1,7,2018
8121,Lowry Hill East,Aggravated Assault,1,7,2018
8122,Lowry Hill East,Arson,0,7,2018
8123,Lowry Hill East,Auto Theft,7,7,2018
8124,Lowry Hill East,Burglary,8,7,2018
8125,Lowry Hill East,Homicide,0,7,2018
8126,Lowry Hill East,Larceny,37,7,2018
8127,Lowry Hill East,Rape,0,7,2018
8128,Lowry Hill East,Robbery,2,7,2018
8129,Lyndale,Aggravated Assault,1,7,2018
8130,Lyndale,Arson,0,7,2018
8131,Lyndale,Auto Theft,2,7,2018
8132,Lyndale,Burglary,1,7,2018
8133,Lyndale,Homicide,0,7,2018
8134,Lyndale,Larceny,18,7,2018
8135,Lyndale,Rape,0,7,2018
8136,Lyndale,Robbery,1,7,2018
8137,Lynnhurst,Aggravated Assault,0,7,2018
8138,Lynnhurst,Arson,2,7,2018
8139,Lynnhurst,Auto Theft,1,7,2018
8140,Lynnhurst,Burglary,1,7,2018
8141,Lynnhurst,Homicide,0,7,2018
8142,Lynnhurst,Larceny,5,7,2018
8143,Lynnhurst,Rape,0,7,2018
8144,Lynnhurst,Robbery,0,7,2018
8145,Marcy Holmes,Aggravated Assault,2,7,2018
8146,Marcy Holmes,Arson,0,7,2018
8147,Marcy Holmes,Auto Theft,3,7,2018
8148,Marcy Holmes,Burglary,11,7,2018
8149,Marcy Holmes,Homicide,0,7,2018
8150,Marcy Holmes,Larceny,36,7,2018
8151,Marcy Holmes,Rape,1,7,2018
8152,Marcy Holmes,Robbery,1,7,2018
8153,Marshall Terrace,Aggravated Assault,0,7,2018
8154,Marshall Terrace,Arson,0,7,2018
8155,Marshall Terrace,Auto Theft,1,7,2018
8156,Marshall Terrace,Burglary,3,7,2018
8157,Marshall Terrace,Homicide,0,7,2018
8158,Marshall Terrace,Larceny,2,7,2018
8159,Marshall Terrace,Rape,1,7,2018
8160,Marshall Terrace,Robbery,0,7,2018
8161,McKinley,Aggravated Assault,2,7,2018
8162,McKinley,Arson,1,7,2018
8163,McKinley,Auto Theft,4,7,2018
8164,McKinley,Burglary,1,7,2018
8165,McKinley,Homicide,0,7,2018
8166,McKinley,Larceny,3,7,2018
8167,McKinley,Rape,0,7,2018
8168,McKinley,Robbery,0,7,2018
8169,Mid - City Industrial,Aggravated Assault,0,7,2018
8170,Mid - City Industrial,Arson,0,7,2018
8171,Mid - City Industrial,Auto Theft,1,7,2018
8172,Mid - City Industrial,Burglary,3,7,2018
8173,Mid - City Industrial,Homicide,0,7,2018
8174,Mid - City Industrial,Larceny,6,7,2018
8175,Mid - City Industrial,Rape,0,7,2018
8176,Mid - City Industrial,Robbery,0,7,2018
8177,Midtown Phillips,Aggravated Assault,4,7,2018
8178,Midtown Phillips,Arson,1,7,2018
8179,Midtown Phillips,Auto Theft,4,7,2018
8180,Midtown Phillips,Burglary,3,7,2018
8181,Midtown Phillips,Homicide,0,7,2018
8182,Midtown Phillips,Larceny,17,7,2018
8183,Midtown Phillips,Rape,1,7,2018
8184,Midtown Phillips,Robbery,2,7,2018
8185,Minnehaha,Aggravated Assault,0,7,2018
8186,Minnehaha,Arson,0,7,2018
8187,Minnehaha,Auto Theft,0,7,2018
8188,Minnehaha,Burglary,3,7,2018
8189,Minnehaha,Homicide,0,7,2018
8190,Minnehaha,Larceny,7,7,2018
8191,Minnehaha,Rape,0,7,2018
8192,Minnehaha,Robbery,0,7,2018
8193,Morris Park,Aggravated Assault,0,7,2018
8194,Morris Park,Arson,0,7,2018
8195,Morris Park,Auto Theft,1,7,2018
8196,Morris Park,Burglary,2,7,2018
8197,Morris Park,Homicide,0,7,2018
8198,Morris Park,Larceny,5,7,2018
8199,Morris Park,Rape,0,7,2018
8200,Morris Park,Robbery,0,7,2018
8201,Near - North,Aggravated Assault,3,7,2018
8202,Near - North,Arson,0,7,2018
8203,Near - North,Auto Theft,5,7,2018
8204,Near - North,Burglary,9,7,2018
8205,Near - North,Homicide,0,7,2018
8206,Near - North,Larceny,24,7,2018
8207,Near - North,Rape,0,7,2018
8208,Near - North,Robbery,1,7,2018
8209,Nicollet Island - East Bank,Aggravated Assault,1,7,2018
8210,Nicollet Island - East Bank,Arson,0,7,2018
8211,Nicollet Island - East Bank,Auto Theft,0,7,2018
8212,Nicollet Island - East Bank,Burglary,1,7,2018
8213,Nicollet Island - East Bank,Homicide,0,7,2018
8214,Nicollet Island - East Bank,Larceny,8,7,2018
8215,Nicollet Island - East Bank,Rape,0,7,2018
8216,Nicollet Island - East Bank,Robbery,0,7,2018
8217,North Loop,Aggravated Assault,3,7,2018
8218,North Loop,Arson,0,7,2018
8219,North Loop,Auto Theft,1,7,2018
8220,North Loop,Burglary,7,7,2018
8221,North Loop,Homicide,0,7,2018
8222,North Loop,Larceny,33,7,2018
8223,North Loop,Rape,2,7,2018
8224,North Loop,Robbery,0,7,2018
8225,Northeast Park,Aggravated Assault,0,7,2018
8226,Northeast Park,Arson,1,7,2018
8227,Northeast Park,Auto Theft,0,7,2018
8228,Northeast Park,Burglary,0,7,2018
8229,Northeast Park,Homicide,0,7,2018
8230,Northeast Park,Larceny,8,7,2018
8231,Northeast Park,Rape,0,7,2018
8232,Northeast Park,Robbery,0,7,2018
8233,Northrop,Aggravated Assault,0,7,2018
8234,Northrop,Arson,0,7,2018
8235,Northrop,Auto Theft,1,7,2018
8236,Northrop,Burglary,0,7,2018
8237,Northrop,Homicide,0,7,2018
8238,Northrop,Larceny,4,7,2018
8239,Northrop,Rape,0,7,2018
8240,Northrop,Robbery,1,7,2018
8241,Page,Aggravated Assault,0,7,2018
8242,Page,Arson,0,7,2018
8243,Page,Auto Theft,1,7,2018
8244,Page,Burglary,0,7,2018
8245,Page,Homicide,0,7,2018
8246,Page,Larceny,2,7,2018
8247,Page,Rape,0,7,2018
8248,Page,Robbery,0,7,2018
8249,Phillips West,Aggravated Assault,2,7,2018
8250,Phillips West,Arson,0,7,2018
8251,Phillips West,Auto Theft,2,7,2018
8252,Phillips West,Burglary,2,7,2018
8253,Phillips West,Homicide,0,7,2018
8254,Phillips West,Larceny,12,7,2018
8255,Phillips West,Rape,0,7,2018
8256,Phillips West,Robbery,2,7,2018
8257,Powderhorn Park,Aggravated Assault,3,7,2018
8258,Powderhorn Park,Arson,0,7,2018
8259,Powderhorn Park,Auto Theft,4,7,2018
8260,Powderhorn Park,Burglary,9,7,2018
8261,Powderhorn Park,Homicide,0,7,2018
8262,Powderhorn Park,Larceny,13,7,2018
8263,Powderhorn Park,Rape,1,7,2018
8264,Powderhorn Park,Robbery,2,7,2018
8265,Prospect Park - East River Road,Aggravated Assault,0,7,2018
8266,Prospect Park - East River Road,Arson,0,7,2018
8267,Prospect Park - East River Road,Auto Theft,2,7,2018
8268,Prospect Park - East River Road,Burglary,9,7,2018
8269,Prospect Park - East River Road,Homicide,1,7,2018
8270,Prospect Park - East River Road,Larceny,32,7,2018
8271,Prospect Park - East River Road,Rape,0,7,2018
8272,Prospect Park - East River Road,Robbery,0,7,2018
8273,Regina,Aggravated Assault,0,7,2018
8274,Regina,Arson,0,7,2018
8275,Regina,Auto Theft,2,7,2018
8276,Regina,Burglary,1,7,2018
8277,Regina,Homicide,0,7,2018
8278,Regina,Larceny,2,7,2018
8279,Regina,Rape,0,7,2018
8280,Regina,Robbery,0,7,2018
8281,Seward,Aggravated Assault,2,7,2018
8282,Seward,Arson,0,7,2018
8283,Seward,Auto Theft,3,7,2018
8284,Seward,Burglary,10,7,2018
8285,Seward,Homicide,0,7,2018
8286,Seward,Larceny,19,7,2018
8287,Seward,Rape,0,7,2018
8288,Seward,Robbery,5,7,2018
8289,Sheridan,Aggravated Assault,0,7,2018
8290,Sheridan,Arson,0,7,2018
8291,Sheridan,Auto Theft,0,7,2018
8292,Sheridan,Burglary,1,7,2018
8293,Sheridan,Homicide,0,7,2018
8294,Sheridan,Larceny,7,7,2018
8295,Sheridan,Rape,0,7,2018
8296,Sheridan,Robbery,2,7,2018
8297,Shingle Creek,Aggravated Assault,0,7,2018
8298,Shingle Creek,Arson,0,7,2018
8299,Shingle Creek,Auto Theft,2,7,2018
8300,Shingle Creek,Burglary,3,7,2018
8301,Shingle Creek,Homicide,0,7,2018
8302,Shingle Creek,Larceny,8,7,2018
8303,Shingle Creek,Rape,0,7,2018
8304,Shingle Creek,Robbery,0,7,2018
8305,St. Anthony East,Aggravated Assault,1,7,2018
8306,St. Anthony East,Arson,0,7,2018
8307,St. Anthony East,Auto Theft,1,7,2018
8308,St. Anthony East,Burglary,1,7,2018
8309,St. Anthony East,Homicide,0,7,2018
8310,St. Anthony East,Larceny,1,7,2018
8311,St. Anthony East,Rape,1,7,2018
8312,St. Anthony East,Robbery,0,7,2018
8313,St. Anthony West,Aggravated Assault,1,7,2018
8314,St. Anthony West,Arson,0,7,2018
8315,St. Anthony West,Auto Theft,1,7,2018
8316,St. Anthony West,Burglary,0,7,2018
8317,St. Anthony West,Homicide,0,7,2018
8318,St. Anthony West,Larceny,12,7,2018
8319,St. Anthony West,Rape,0,7,2018
8320,St. Anthony West,Robbery,0,7,2018
8321,Standish,Aggravated Assault,2,7,2018
8322,Standish,Arson,0,7,2018
8323,Standish,Auto Theft,1,7,2018
8324,Standish,Burglary,2,7,2018
8325,Standish,Homicide,0,7,2018
8326,Standish,Larceny,8,7,2018
8327,Standish,Rape,0,7,2018
8328,Standish,Robbery,0,7,2018
8329,Stevens Square - Loring Heights,Aggravated Assault,5,7,2018
8330,Stevens Square - Loring Heights,Arson,0,7,2018
8331,Stevens Square - Loring Heights,Auto Theft,2,7,2018
8332,Stevens Square - Loring Heights,Burglary,0,7,2018
8333,Stevens Square - Loring Heights,Homicide,0,7,2018
8334,Stevens Square - Loring Heights,Larceny,11,7,2018
8335,Stevens Square - Loring Heights,Rape,1,7,2018
8336,Stevens Square - Loring Heights,Robbery,1,7,2018
8337,Sumner - Glenwood,Aggravated Assault,1,7,2018
8338,Sumner - Glenwood,Arson,0,7,2018
8339,Sumner - Glenwood,Auto Theft,0,7,2018
8340,Sumner - Glenwood,Burglary,1,7,2018
8341,Sumner - Glenwood,Homicide,0,7,2018
8342,Sumner - Glenwood,Larceny,3,7,2018
8343,Sumner - Glenwood,Rape,0,7,2018
8344,Sumner - Glenwood,Robbery,1,7,2018
8345,Tangletown,Aggravated Assault,0,7,2018
8346,Tangletown,Arson,0,7,2018
8347,Tangletown,Auto Theft,0,7,2018
8348,Tangletown,Burglary,3,7,2018
8349,Tangletown,Homicide,0,7,2018
8350,Tangletown,Larceny,10,7,2018
8351,Tangletown,Rape,0,7,2018
8352,Tangletown,Robbery,0,7,2018
8353,University Of Minnesota,Aggravated Assault,0,7,2018
8354,University Of Minnesota,Arson,0,7,2018
8355,University Of Minnesota,Auto Theft,1,7,2018
8356,University Of Minnesota,Burglary,0,7,2018
8357,University Of Minnesota,Homicide,0,7,2018
8358,University Of Minnesota,Larceny,7,7,2018
8359,University Of Minnesota,Rape,0,7,2018
8360,University Of Minnesota,Robbery,0,7,2018
8361,Ventura Village,Aggravated Assault,5,7,2018
8362,Ventura Village,Arson,0,7,2018
8363,Ventura Village,Auto Theft,4,7,2018
8364,Ventura Village,Burglary,3,7,2018
8365,Ventura Village,Homicide,0,7,2018
8366,Ventura Village,Larceny,11,7,2018
8367,Ventura Village,Rape,0,7,2018
8368,Ventura Village,Robbery,3,7,2018
8369,Victory,Aggravated Assault,1,7,2018
8370,Victory,Arson,0,7,2018
8371,Victory,Auto Theft,2,7,2018
8372,Victory,Burglary,4,7,2018
8373,Victory,Homicide,0,7,2018
8374,Victory,Larceny,9,7,2018
8375,Victory,Rape,1,7,2018
8376,Victory,Robbery,0,7,2018
8377,Waite Park,Aggravated Assault,1,7,2018
8378,Waite Park,Arson,0,7,2018
8379,Waite Park,Auto Theft,0,7,2018
8380,Waite Park,Burglary,1,7,2018
8381,Waite Park,Homicide,0,7,2018
8382,Waite Park,Larceny,5,7,2018
8383,Waite Park,Rape,0,7,2018
8384,Waite Park,Robbery,0,7,2018
8385,Webber - Camden,Aggravated Assault,3,7,2018
8386,Webber - Camden,Arson,0,7,2018
8387,Webber - Camden,Auto Theft,5,7,2018
8388,Webber - Camden,Burglary,4,7,2018
8389,Webber - Camden,Homicide,0,7,2018
8390,Webber - Camden,Larceny,4,7,2018
8391,Webber - Camden,Rape,1,7,2018
8392,Webber - Camden,Robbery,2,7,2018
8393,Wenonah,Aggravated Assault,1,7,2018
8394,Wenonah,Arson,0,7,2018
8395,Wenonah,Auto Theft,0,7,2018
8396,Wenonah,Burglary,4,7,2018
8397,Wenonah,Homicide,1,7,2018
8398,Wenonah,Larceny,6,7,2018
8399,Wenonah,Rape,1,7,2018
8400,Wenonah,Robbery,1,7,2018
8401,West Calhoun,Aggravated Assault,0,7,2018
8402,West Calhoun,Arson,0,7,2018
8403,West Calhoun,Auto Theft,0,7,2018
8404,West Calhoun,Burglary,0,7,2018
8405,West Calhoun,Homicide,0,7,2018
8406,West Calhoun,Larceny,6,7,2018
8407,West Calhoun,Rape,0,7,2018
8408,West Calhoun,Robbery,0,7,2018
8409,Whittier,Aggravated Assault,5,7,2018
8410,Whittier,Arson,0,7,2018
8411,Whittier,Auto Theft,3,7,2018
8412,Whittier,Burglary,13,7,2018
8413,Whittier,Homicide,0,7,2018
8414,Whittier,Larceny,54,7,2018
8415,Whittier,Rape,0,7,2018
8416,Whittier,Robbery,5,7,2018
8417,Willard - Hay,Aggravated Assault,8,7,2018
8418,Willard - Hay,Arson,0,7,2018
8419,Willard - Hay,Auto Theft,8,7,2018
8420,Willard - Hay,Burglary,4,7,2018
8421,Willard - Hay,Homicide,1,7,2018
8422,Willard - Hay,Larceny,11,7,2018
8423,Willard - Hay,Rape,2,7,2018
8424,Willard - Hay,Robbery,2,7,2018
8425,Windom,Aggravated Assault,0,7,2018
8426,Windom,Arson,0,7,2018
8427,Windom,Auto Theft,0,7,2018
8428,Windom,Burglary,4,7,2018
8429,Windom,Homicide,0,7,2018
8430,Windom,Larceny,11,7,2018
8431,Windom,Rape,0,7,2018
8432,Windom,Robbery,0,7,2018
8433,Windom Park,Aggravated Assault,1,7,2018
8434,Windom Park,Arson,0,7,2018
8435,Windom Park,Auto Theft,2,7,2018
8436,Windom Park,Burglary,1,7,2018
8437,Windom Park,Homicide,0,7,2018
8438,Windom Park,Larceny,10,7,2018
8439,Windom Park,Rape,0,7,2018
8440,Windom Park,Robbery,0,7,2018
8441,Z_** Not Assigned **,Aggravated Assault,0,7,2018
8442,Z_** Not Assigned **,Arson,0,7,2018
8443,Z_** Not Assigned **,Auto Theft,5,7,2018
8444,Z_** Not Assigned **,Burglary,3,7,2018
8445,Z_** Not Assigned **,Homicide,0,7,2018
8446,Z_** Not Assigned **,Larceny,36,7,2018
8447,Z_** Not Assigned **,Rape,1,7,2018
8448,Z_** Not Assigned **,Robbery,4,7,2018
8449,Armatage,Aggravated Assault,1,8,2018
8450,Armatage,Arson,0,8,2018
8451,Armatage,Auto Theft,1,8,2018
8452,Armatage,Burglary,2,8,2018
8453,Armatage,Homicide,0,8,2018
8454,Armatage,Larceny,4,8,2018
8455,Armatage,Rape,0,8,2018
8456,Armatage,Robbery,0,8,2018
8457,Audubon Park,Aggravated Assault,1,8,2018
8458,Audubon Park,Arson,0,8,2018
8459,Audubon Park,Auto Theft,5,8,2018
8460,Audubon Park,Burglary,2,8,2018
8461,Audubon Park,Homicide,0,8,2018
8462,Audubon Park,Larceny,8,8,2018
8463,Audubon Park,Rape,1,8,2018
8464,Audubon Park,Robbery,0,8,2018
8465,Bancroft,Aggravated Assault,0,8,2018
8466,Bancroft,Arson,0,8,2018
8467,Bancroft,Auto Theft,0,8,2018
8468,Bancroft,Burglary,1,8,2018
8469,Bancroft,Homicide,0,8,2018
8470,Bancroft,Larceny,2,8,2018
8471,Bancroft,Rape,0,8,2018
8472,Bancroft,Robbery,0,8,2018
8473,Beltrami,Aggravated Assault,1,8,2018
8474,Beltrami,Arson,0,8,2018
8475,Beltrami,Auto Theft,0,8,2018
8476,Beltrami,Burglary,0,8,2018
8477,Beltrami,Homicide,0,8,2018
8478,Beltrami,Larceny,5,8,2018
8479,Beltrami,Rape,0,8,2018
8480,Beltrami,Robbery,0,8,2018
8481,Bottineau,Aggravated Assault,0,8,2018
8482,Bottineau,Arson,0,8,2018
8483,Bottineau,Auto Theft,2,8,2018
8484,Bottineau,Burglary,2,8,2018
8485,Bottineau,Homicide,0,8,2018
8486,Bottineau,Larceny,2,8,2018
8487,Bottineau,Rape,0,8,2018
8488,Bottineau,Robbery,1,8,2018
8489,Bryant,Aggravated Assault,0,8,2018
8490,Bryant,Arson,0,8,2018
8491,Bryant,Auto Theft,1,8,2018
8492,Bryant,Burglary,0,8,2018
8493,Bryant,Homicide,0,8,2018
8494,Bryant,Larceny,5,8,2018
8495,Bryant,Rape,0,8,2018
8496,Bryant,Robbery,0,8,2018
8497,Bryn - Mawr,Aggravated Assault,0,8,2018
8498,Bryn - Mawr,Arson,0,8,2018
8499,Bryn - Mawr,Auto Theft,0,8,2018
8500,Bryn - Mawr,Burglary,0,8,2018
8501,Bryn - Mawr,Homicide,0,8,2018
8502,Bryn - Mawr,Larceny,4,8,2018
8503,Bryn - Mawr,Rape,0,8,2018
8504,Bryn - Mawr,Robbery,0,8,2018
8505,Camden Industrial,Aggravated Assault,0,8,2018
8506,Camden Industrial,Arson,0,8,2018
8507,Camden Industrial,Auto Theft,1,8,2018
8508,Camden Industrial,Burglary,0,8,2018
8509,Camden Industrial,Homicide,0,8,2018
8510,Camden Industrial,Larceny,0,8,2018
8511,Camden Industrial,Rape,0,8,2018
8512,Camden Industrial,Robbery,0,8,2018
8513,Carag,Aggravated Assault,0,8,2018
8514,Carag,Arson,0,8,2018
8515,Carag,Auto Theft,3,8,2018
8516,Carag,Burglary,6,8,2018
8517,Carag,Homicide,0,8,2018
8518,Carag,Larceny,25,8,2018
8519,Carag,Rape,0,8,2018
8520,Carag,Robbery,1,8,2018
8521,Cedar - Isles - Dean,Aggravated Assault,0,8,2018
8522,Cedar - Isles - Dean,Arson,0,8,2018
8523,Cedar - Isles - Dean,Auto Theft,0,8,2018
8524,Cedar - Isles - Dean,Burglary,1,8,2018
8525,Cedar - Isles - Dean,Homicide,0,8,2018
8526,Cedar - Isles - Dean,Larceny,3,8,2018
8527,Cedar - Isles - Dean,Rape,0,8,2018
8528,Cedar - Isles - Dean,Robbery,0,8,2018
8529,Cedar Riverside,Aggravated Assault,2,8,2018
8530,Cedar Riverside,Arson,0,8,2018
8531,Cedar Riverside,Auto Theft,2,8,2018
8532,Cedar Riverside,Burglary,4,8,2018
8533,Cedar Riverside,Homicide,0,8,2018
8534,Cedar Riverside,Larceny,20,8,2018
8535,Cedar Riverside,Rape,3,8,2018
8536,Cedar Riverside,Robbery,6,8,2018
8537,Central,Aggravated Assault,3,8,2018
8538,Central,Arson,0,8,2018
8539,Central,Auto Theft,1,8,2018
8540,Central,Burglary,6,8,2018
8541,Central,Homicide,0,8,2018
8542,Central,Larceny,19,8,2018
8543,Central,Rape,3,8,2018
8544,Central,Robbery,4,8,2018
8545,Cleveland,Aggravated Assault,2,8,2018
8546,Cleveland,Arson,1,8,2018
8547,Cleveland,Auto Theft,1,8,2018
8548,Cleveland,Burglary,2,8,2018
8549,Cleveland,Homicide,0,8,2018
8550,Cleveland,Larceny,4,8,2018
8551,Cleveland,Rape,0,8,2018
8552,Cleveland,Robbery,0,8,2018
8553,Columbia Park,Aggravated Assault,0,8,2018
8554,Columbia Park,Arson,0,8,2018
8555,Columbia Park,Auto Theft,0,8,2018
8556,Columbia Park,Burglary,0,8,2018
8557,Columbia Park,Homicide,0,8,2018
8558,Columbia Park,Larceny,2,8,2018
8559,Columbia Park,Rape,0,8,2018
8560,Columbia Park,Robbery,0,8,2018
8561,Como,Aggravated Assault,1,8,2018
8562,Como,Arson,0,8,2018
8563,Como,Auto Theft,3,8,2018
8564,Como,Burglary,9,8,2018
8565,Como,Homicide,0,8,2018
8566,Como,Larceny,13,8,2018
8567,Como,Rape,0,8,2018
8568,Como,Robbery,1,8,2018
8569,Cooper,Aggravated Assault,0,8,2018
8570,Cooper,Arson,0,8,2018
8571,Cooper,Auto Theft,1,8,2018
8572,Cooper,Burglary,5,8,2018
8573,Cooper,Homicide,0,8,2018
8574,Cooper,Larceny,7,8,2018
8575,Cooper,Rape,0,8,2018
8576,Cooper,Robbery,0,8,2018
8577,Corcoran,Aggravated Assault,1,8,2018
8578,Corcoran,Arson,0,8,2018
8579,Corcoran,Auto Theft,1,8,2018
8580,Corcoran,Burglary,6,8,2018
8581,Corcoran,Homicide,0,8,2018
8582,Corcoran,Larceny,4,8,2018
8583,Corcoran,Rape,2,8,2018
8584,Corcoran,Robbery,0,8,2018
8585,Diamond Lake,Aggravated Assault,1,8,2018
8586,Diamond Lake,Arson,0,8,2018
8587,Diamond Lake,Auto Theft,4,8,2018
8588,Diamond Lake,Burglary,6,8,2018
8589,Diamond Lake,Homicide,0,8,2018
8590,Diamond Lake,Larceny,5,8,2018
8591,Diamond Lake,Rape,0,8,2018
8592,Diamond Lake,Robbery,0,8,2018
8593,Downtown East,Aggravated Assault,0,8,2018
8594,Downtown East,Arson,0,8,2018
8595,Downtown East,Auto Theft,5,8,2018
8596,Downtown East,Burglary,0,8,2018
8597,Downtown East,Homicide,0,8,2018
8598,Downtown East,Larceny,10,8,2018
8599,Downtown East,Rape,1,8,2018
8600,Downtown East,Robbery,0,8,2018
8601,Downtown West,Aggravated Assault,19,8,2018
8602,Downtown West,Arson,0,8,2018
8603,Downtown West,Auto Theft,9,8,2018
8604,Downtown West,Burglary,4,8,2018
8605,Downtown West,Homicide,0,8,2018
8606,Downtown West,Larceny,138,8,2018
8607,Downtown West,Rape,1,8,2018
8608,Downtown West,Robbery,13,8,2018
8609,East Harriet,Aggravated Assault,0,8,2018
